City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
319,Namibe,AO,-15.1961,12.1522,69.6,64,51,12.08,broken clouds
320,Gazli,UZ,40.1333,63.45,66.94,23,16,16.93,few clouds
321,Veraval,IN,20.9,70.3667,82.62,81,24,9.53,few clouds
322,Richards Bay,ZA,-28.783,32.0377,81.19,51,100,11.32,overcast clouds
323,Lerwick,GB,60.1545,-1.1494,53.6,94,80,15.73,broken clouds
324,Jinchang,CN,38.4953,102.1739,70.14,17,0,7.09,clear sky
325,Abu Kamal,SY,34.4506,40.9171,92.91,18,0,4.12,clear sky
326,Escanaba,US,45.7453,-87.0646,57.51,100,90,0.0,fog
327,Altay,CN,47.8667,88.1167,39.02,64,44,8.21,scattered clouds
328,Qixingtai,CN,30.4135,111.8874,79.77,64,0,2.84,light rain
329,Marzuq,YE,14.4,46.4667,91.63,23,83,9.91,broken clouds
330,Ilulissat,GL,69.2167,-51.1,26.62,63,75,1.14,broken clouds
331,Mumbwa,ZM,-14.9783,27.0619,95.2,12,0,6.17,clear sky
332,Ruwi,OM,23.5996,58.5507,94.69,53,21,10.04,few clouds
333,Aldama,MX,22.9167,-98.0667,74.62,95,97,1.05,overcast clouds
334,Nong Bua,TH,15.8646,100.5858,82.67,79,57,3.58,broken clouds
335,Yarada,IN,17.65,83.2667,84.7,74,3,5.95,light rain
336,Shaoguan,CN,24.8,113.5833,83.05,69,17,2.15,light rain
337,East London,ZA,-33.0153,27.9116,72.54,68,20,10.36,few clouds
338,Hualmay,PE,-11.0964,-77.6139,62.92,86,70,9.04,broken clouds
339,Pasni,PK,25.2631,63.471,77.68,93,100,22.73,heavy intensity rain
340,Otane,NZ,-39.8833,176.6333,46.38,92,37,2.21,scattered clouds
341,Tashtagol,RU,52.7657,87.8894,35.15,98,100,7.09,light rain
342,Sola,VU,-13.8833,167.55,79.11,82,94,22.68,overcast clouds
343,Ilabaya,PE,-17.4208,-70.5133,67.95,46,0,1.79,clear sky
344,Bambous Virieux,MU,-20.3428,57.7575,76.21,64,75,14.97,broken clouds
